order_id,order_date,customer_id,customer_segment,product_id,category,sub_category,quantity,unit_price,unit_cost,discount_pct,gross_amount,discount_amount,net_revenue,profit,payment_method,marketing_channel,shipping_mode,shipping_cost,delivery_days,country,region,city,is_returned
ORD300266,28-04-2024,C50133,Consumer,P9543,Sports,Cycling,1,75.77,44.37,0,75.77,0,75.77,31.4,Credit Card,Social,Standard,3.99,5,United Kingdom,Wales,Swansea,FALSE
ORD300218,29-04-2024,C50320,Consumer,P4539,Fashion,Women's Apparel,2,26.36,10.25,0.2,52.72,10.54,42.18,21.68,Credit Card,Organic Search,Standard,3.99,6,United States,South,Austin,FALSE
ORD300410,30-04-2024,C50070,Corporate,P4599,Home & Kitchen,Decor,1,27.6,14.71,0,27.6,0,27.6,12.89,Credit Card,Paid Search,Standard,3.99,8,United States,West,Seattle,FALSE
ORD300271,01-05-2024,C50165,Consumer,P6994,Electronics,Headphones,1,96.52,74.61,0,96.52,0,96.52,21.91,PayPal,Social,Express,9.99,2,Australia,Victoria,Geelong,FALSE
ORD300660,01-05-2024,C50154,Consumer,P9105,Beauty,Fragrance,1,10.88,4.59,0,10.88,0,10.88,6.29,Credit Card,Organic Search,Standard,3.99,5,United States,Central,Chicago,FALSE
ORD300489,02-05-2024,C50286,Consumer,P4239,Fashion,Women's Apparel,1,20.11,9.31,0.1,20.11,2.01,18.1,8.79,Debit Card,Direct,Express,9.99,3,United States,Central,Kansas City,FALSE
ORD300772,03-05-2024,C50067,Consumer,P9096,Electronics,Headphones,1,163.13,128.66,0,163.13,0,163.13,34.47,Cash on Delivery,Social,Express,9.99,4,Australia,Victoria,Melbourne,FALSE
ORD300106,05-05-2024,C50080,Consumer,P2671,Electronics,Accessories,1,320.13,242.68,0.05,320.13,16.01,304.12,61.44,Debit Card,Organic Search,Standard,3.99,4,India,South,Bengaluru,FALSE
ORD300612,05-05-2024,C50087,Consumer,P9046,Electronics,Accessories,1,181.15,148.16,0,181.15,0,181.15,32.99,Cash on Delivery,Paid Search,Standard,3.99,7,United Kingdom,Scotland,Edinburgh,FALSE
ORD300215,06-05-2024,C50216,Consumer,P3053,Electronics,Cameras,1,133.73,97.12,0,133.73,0,133.73,36.61,PayPal,Paid Search,Standard,3.99,4,United States,South,Atlanta,FALSE
ORD300901,06-05-2024,C50178,Consumer,P7458,Fashion,Bags,2,120.82,52.56,0.2,241.64,48.33,193.31,88.19,PayPal,Paid Search,Standard,3.99,5,India,South,Bengaluru,FALSE
ORD300260,07-05-2024,C50053,Consumer,P4106,Electronics,Cameras,3,167.32,157.2,0.05,501.96,25.1,476.86,5.26,Credit Card,Direct,Express,9.99,3,India,South,Bengaluru,FALSE
ORD300091,08-05-2024,C50041,Consumer,P8122,Sports,Cycling,1,54.19,36.98,0.15,54.19,8.13,46.06,9.08,Debit Card,Affiliate,Express,9.99,3,United States,West,Seattle,FALSE
ORD300635,08-05-2024,C50005,Home Office,P8971,Fashion,Men's Apparel,1,242.67,106.85,0,242.67,0,242.67,135.82,PayPal,Email,Standard,3.99,6,Germany,Hesse,Frankfurt,FALSE
ORD300956,09-05-2024,C50050,Consumer,P9882,Sports,Outdoor,1,23.37,13.81,0,23.37,0,23.37,9.56,Credit Card,Affiliate,Standard,3.99,8,United States,Central,Kansas City,FALSE
ORD300470,09-05-2024,C50275,Consumer,P9545,Books,Fiction,1,5.82,4.81,0,5.82,0,5.82,1.01,PayPal,Email,Standard,3.99,7,United States,East,New York,FALSE
ORD300950,09-05-2024,C50224,Consumer,P6256,Electronics,Laptops,1,70.3,56.6,0,70.3,0,70.3,13.7,Credit Card,Paid Search,Standard,3.99,8,Australia,Queensland,Gold Coast,FALSE
ORD300467,12-05-2024,C50214,Consumer,P4087,Home & Kitchen,Decor,1,217.65,114.01,0.15,217.65,32.65,185,70.99,PayPal,Organic Search,Standard,3.99,7,United States,South,Austin,FALSE
ORD300812,14-05-2024,C50306,Consumer,P8429,Home & Kitchen,Cookware,2,186.58,116.08,0,373.16,0,373.16,141,Credit Card,Paid Search,Standard,3.99,7,Germany,Bavaria,Nuremberg,FALSE
ORD300576,14-05-2024,C50214,Consumer,P2975,Books,Fiction,1,29.45,21.89,0.3,29.45,8.83,20.62,-1.27,Debit Card,Affiliate,Standard,3.99,7,United States,South,Austin,FALSE
ORD300485,17-05-2024,C50141,Consumer,P7570,Books,Children's,1,9.45,6.85,0,9.45,0,9.45,2.6,Cash on Delivery,Organic Search,Express,9.99,3,United States,East,New York,FALSE
ORD300357,18-05-2024,C50187,Consumer,P5406,Electronics,Headphones,1,55.68,41.24,0,55.68,0,55.68,14.44,PayPal,Social,Standard,3.99,4,Germany,Hesse,Wiesbaden,FALSE
ORD300505,18-05-2024,C50143,Corporate,P5857,Fashion,Men's Apparel,2,57.69,28.86,0,115.38,0,115.38,57.66,Digital Wallet,Direct,Standard,3.99,7,United Kingdom,England,Manchester,FALSE
ORD300829,19-05-2024,C50216,Consumer,P6442,Home & Kitchen,Appliances,1,173.78,93.24,0.15,173.78,26.07,147.71,54.47,PayPal,Paid Search,Standard,3.99,5,United States,South,Atlanta,FALSE
ORD300564,20-05-2024,C50148,Corporate,P3307,Fashion,Women's Apparel,1,28.84,12.61,0,28.84,0,28.84,16.23,Credit Card,Organic Search,Standard,3.99,4,United States,Central,Kansas City,FALSE
ORD300240,20-05-2024,C50261,Home Office,P9552,Home & Kitchen,Decor,1,34.99,21.26,0,34.99,0,34.99,13.73,Credit Card,Paid Search,Express,9.99,4,United States,East,Boston,FALSE
ORD300415,21-05-2024,C50171,Consumer,P4473,Electronics,Accessories,3,176.21,136.64,0.1,528.63,52.86,475.77,65.85,Credit Card,Organic Search,Standard,3.99,7,United Kingdom,Wales,Cardiff,FALSE
ORD300140,22-05-2024,C50088,Consumer,P9161,Books,Fiction,1,9.56,7.24,0,9.56,0,9.56,2.32,Debit Card,Organic Search,Standard,3.99,5,United States,South,Atlanta,FALSE
ORD300450,23-05-2024,C50118,Consumer,P9289,Beauty,Makeup,1,103.41,45.08,0.1,103.41,10.34,93.07,47.99,PayPal,Social,Standard,3.99,5,United States,West,Denver,FALSE
ORD300301,24-05-2024,C50046,Consumer,P1609,Sports,Fitness,1,39.26,21.08,0,39.26,0,39.26,18.18,PayPal,Organic Search,Standard,3.99,6,United States,West,Seattle,FALSE
ORD300454,27-05-2024,C50175,Corporate,P3527,Electronics,Headphones,1,33.02,26.59,0,33.02,0,33.02,6.43,Debit Card,Direct,Standard,3.99,5,India,South,Bengaluru,FALSE
ORD300206,28-05-2024,C50173,Corporate,P4325,Home & Kitchen,Furniture,1,516.64,284.22,0,516.64,0,516.64,232.42,Credit Card,Direct,Standard,3.99,7,United Kingdom,England,Manchester,FALSE
ORD300452,01-06-2024,C50338,Consumer,P7860,Beauty,Makeup,1,60.87,25.75,0,60.87,0,60.87,35.12,Credit Card,Email,Standard,3.99,7,United States,East,Boston,TRUE
ORD300321,01-06-2024,C50069,Consumer,P2265,Home & Kitchen,Cookware,1,189.22,107.68,0.05,189.22,9.46,179.76,72.08,Credit Card,Social,Standard,3.99,4,United States,West,San Francisco,FALSE
ORD300967,02-06-2024,C50197,Home Office,P8419,Fashion,Women's Apparel,1,21.45,8.36,0.1,21.45,2.15,19.3,10.94,Digital Wallet,Social,Standard,3.99,6,Australia,NSW,Newcastle,TRUE
ORD300702,03-06-2024,C50145,Corporate,P8193,Electronics,Smartphones,4,126.11,96.96,0,504.44,0,504.44,116.6,Credit Card,Paid Search,Standard,3.99,5,United States,West,Denver,FALSE
ORD300846,04-06-2024,C50009,Corporate,P3638,Electronics,Laptops,1,47.55,37.19,0,47.55,0,47.55,10.36,Credit Card,Social,Same-Day,19.99,1,United States,East,Boston,FALSE
ORD300594,04-06-2024,C50199,Home Office,P9197,Books,Fiction,4,38.97,26.39,0,155.88,0,155.88,50.32,Credit Card,Email,Standard,3.99,8,United States,West,Seattle,FALSE
ORD300335,04-06-2024,C50152,Consumer,P3456,Electronics,Accessories,1,47.04,36.17,0.3,47.04,14.11,32.93,-3.24,PayPal,Organic Search,Express,9.99,2,India,East,Kolkata,FALSE
ORD300782,05-06-2024,C50087,Consumer,P3425,Books,Fiction,1,28.09,19.09,0,28.09,0,28.09,9,Digital Wallet,Email,Standard,3.99,5,United Kingdom,Scotland,Edinburgh,FALSE
ORD300377,06-06-2024,C50127,Consumer,P4363,Electronics,Smartphones,4,103.19,87.1,0,412.76,0,412.76,64.36,Credit Card,Social,Standard,3.99,6,United States,West,Seattle,FALSE
ORD300449,06-06-2024,C50008,Home Office,P9364,Sports,Cycling,2,24.02,13.85,0,48.04,0,48.04,20.34,Credit Card,Paid Search,Standard,3.99,8,United States,West,San Francisco,FALSE
ORD300398,06-06-2024,C50204,Consumer,P3417,Books,Fiction,3,38.31,26.13,0.1,114.93,11.49,103.44,25.05,Credit Card,Direct,Standard,3.99,5,India,West,Mumbai,FALSE
ORD300319,06-06-2024,C50318,Consumer,P4777,Home & Kitchen,Decor,2,77.44,50.58,0,154.88,0,154.88,53.72,Cash on Delivery,Direct,Standard,3.99,8,United States,East,New York,FALSE
ORD300482,06-06-2024,C50294,Home Office,P8935,Fashion,Men's Apparel,1,180.37,72.07,0,180.37,0,180.37,108.3,Cash on Delivery,Email,Express,9.99,3,United Kingdom,Wales,Cardiff,FALSE
ORD300800,08-06-2024,C50077,Corporate,P6792,Electronics,Laptops,2,40.3,30.82,0.05,80.6,4.03,76.57,14.93,Debit Card,Organic Search,Standard,3.99,7,Germany,Berlin,Berlin,FALSE
ORD300984,09-06-2024,C50286,Consumer,P5053,Sports,Fitness,1,61.83,32.78,0,61.83,0,61.83,29.05,Debit Card,Direct,Standard,3.99,5,United States,Central,Kansas City,FALSE
ORD300158,09-06-2024,C50011,Consumer,P6778,Home & Kitchen,Appliances,1,59.56,36.21,0,59.56,0,59.56,23.35,Credit Card,Direct,Standard,3.99,6,India,South,Bengaluru,TRUE
ORD300326,10-06-2024,C50309,Consumer,P7414,Electronics,Cameras,2,162.81,133.46,0,325.62,0,325.62,58.7,Digital Wallet,Organic Search,Standard,3.99,8,United States,South,Austin,FALSE
ORD300132,12-06-2024,C50022,Consumer,P2719,Fashion,Women's Apparel,1,52.96,27.02,0.1,52.96,5.3,47.66,20.64,Credit Card,Email,Same-Day,19.99,0,United States,Central,Chicago,FALSE
ORD300349,12-06-2024,C50137,Consumer,P4496,Electronics,Laptops,1,370.66,268.17,0,370.66,0,370.66,102.49,Debit Card,Paid Search,Express,9.99,3,United Kingdom,England,London,FALSE
ORD300443,14-06-2024,C50206,Consumer,P9950,Fashion,Bags,1,53.21,23.37,0,53.21,0,53.21,29.84,Credit Card,Paid Search,Express,9.99,2,Germany,Berlin,Berlin,FALSE
ORD300585,14-06-2024,C50197,Home Office,P2533,Home & Kitchen,Cookware,1,36.51,19.44,0,36.51,0,36.51,17.07,Debit Card,Organic Search,Standard,3.99,6,Australia,NSW,Newcastle,FALSE
ORD300969,15-06-2024,C50197,Home Office,P1707,Electronics,Cameras,2,198.94,146.72,0,397.88,0,397.88,104.44,Credit Card,Email,Standard,3.99,7,Australia,NSW,Newcastle,FALSE
ORD300885,16-06-2024,C50299,Consumer,P6710,Fashion,Women's Apparel,2,229.14,116.29,0.4,458.28,183.31,274.97,42.39,PayPal,Organic Search,Standard,3.99,5,India,East,Bhubaneswar,FALSE
ORD300974,18-06-2024,C50017,Consumer,P5526,Electronics,Accessories,1,299.5,225.17,0,299.5,0,299.5,74.33,Credit Card,Paid Search,Standard,3.99,7,United States,West,Denver,FALSE
ORD300226,22-06-2024,C50049,Home Office,P2977,Sports,Outdoor,1,22.75,14.51,0,22.75,0,22.75,8.24,Debit Card,Direct,Express,9.99,2,India,North,Delhi,FALSE
ORD300832,23-06-2024,C50010,Consumer,P2873,Beauty,Makeup,1,60.84,20.82,0,60.84,0,60.84,40.02,Credit Card,Social,Standard,3.99,5,United Kingdom,Scotland,Edinburgh,FALSE
ORD300657,24-06-2024,C50118,Consumer,P6926,Electronics,Smartphones,1,345.95,271.97,0,345.95,0,345.95,73.98,Digital Wallet,Affiliate,Standard,3.99,7,United States,West,Denver,FALSE
ORD300714,26-06-2024,C50250,Consumer,P7885,Electronics,Cameras,1,102.88,80.63,0.05,102.88,5.14,97.74,17.11,Credit Card,Affiliate,Express,9.99,2,United Kingdom,Wales,Swansea,FALSE
ORD300230,27-06-2024,C50283,Consumer,P6115,Fashion,Women's Apparel,1,21.84,10.88,0,21.84,0,21.84,10.96,Credit Card,Direct,Express,9.99,2,United States,South,Austin,FALSE
ORD300880,27-06-2024,C50157,Corporate,P3502,Beauty,Fragrance,1,85.67,34.37,0.05,85.67,4.28,81.39,47.02,Cash on Delivery,Direct,Express,9.99,4,United Kingdom,Scotland,Glasgow,FALSE
ORD300700,30-06-2024,C50318,Consumer,P2949,Sports,Cycling,1,497.24,310.35,0,497.24,0,497.24,186.89,Credit Card,Direct,Express,9.99,2,United States,East,New York,FALSE
ORD300305,02-07-2024,C50176,Home Office,P5423,Electronics,Smartphones,1,36.82,28.73,0.05,36.82,1.84,34.98,6.25,Credit Card,Direct,Express,9.99,4,India,North,Jaipur,TRUE
ORD300293,02-07-2024,C50307,Consumer,P9506,Sports,Outdoor,1,11.83,6.57,0,11.83,0,11.83,5.26,Debit Card,Paid Search,Standard,3.99,5,India,East,Bhubaneswar,FALSE
ORD300066,02-07-2024,C50276,Consumer,P1938,Home & Kitchen,Appliances,3,47.01,28.17,0.1,141.03,14.1,126.93,42.42,Credit Card,Social,Standard,3.99,7,United Kingdom,England,London,FALSE
ORD300742,03-07-2024,C50025,Consumer,P9584,Fashion,Footwear,2,24.6,11.98,0,49.2,0,49.2,25.24,Credit Card,Social,Standard,3.99,5,United States,East,Boston,FALSE
ORD300527,03-07-2024,C50119,Consumer,P8425,Electronics,Laptops,2,74.28,61.96,0,148.56,0,148.56,24.64,Debit Card,Organic Search,Express,9.99,2,Germany,Hesse,Frankfurt,TRUE
ORD300822,04-07-2024,C50085,Consumer,P3585,Electronics,Accessories,1,28.41,22.3,0.1,28.41,2.84,25.57,3.27,Credit Card,Affiliate,Standard,3.99,8,Australia,Victoria,Melbourne,FALSE
ORD300336,06-07-2024,C50241,Consumer,P6633,Books,Fiction,1,24,17.24,0,24,0,24,6.76,Credit Card,Affiliate,Express,9.99,4,India,East,Bhubaneswar,FALSE
ORD300840,06-07-2024,C50308,Corporate,P7965,Home & Kitchen,Appliances,2,157.12,104.93,0,314.24,0,314.24,104.38,Credit Card,Paid Search,Standard,3.99,6,India,South,Chennai,FALSE
ORD300670,07-07-2024,C50049,Home Office,P4292,Fashion,Footwear,1,201.9,74.4,0.3,201.9,60.57,141.33,66.93,Cash on Delivery,Paid Search,Standard,3.99,5,India,North,Delhi,FALSE
ORD300693,07-07-2024,C50252,Home Office,P8379,Books,Non-fiction,1,8.28,5.38,0,8.28,0,8.28,2.9,Digital Wallet,Organic Search,Standard,3.99,8,United States,East,Boston,FALSE
ORD300031,10-07-2024,C50269,Consumer,P9531,Fashion,Bags,1,192.26,80.3,0,192.26,0,192.26,111.96,Credit Card,Affiliate,Standard,3.99,7,United Kingdom,Scotland,Glasgow,FALSE
ORD300269,11-07-2024,C50296,Consumer,P4049,Home & Kitchen,Cookware,2,124.43,77.65,0,248.86,0,248.86,93.56,Credit Card,Paid Search,Standard,3.99,7,Australia,Queensland,Gold Coast,FALSE
ORD300629,11-07-2024,C50172,Consumer,P7440,Fashion,Footwear,2,149.35,52.87,0,298.7,0,298.7,192.96,Cash on Delivery,Organic Search,Same-Day,19.99,1,United States,East,New York,FALSE
ORD300562,12-07-2024,C50141,Consumer,P8375,Home & Kitchen,Appliances,1,58.94,33.6,0.05,58.94,2.95,55.99,22.39,Credit Card,Email,Standard,3.99,5,United States,East,New York,FALSE
ORD300799,12-07-2024,C50098,Consumer,P4749,Sports,Fitness,1,74.7,43.86,0,74.7,0,74.7,30.84,PayPal,Social,Standard,3.99,8,United States,West,San Francisco,FALSE
ORD300049,13-07-2024,C50249,Home Office,P8345,Fashion,Bags,1,221.47,91.69,0,221.47,0,221.47,129.78,PayPal,Affiliate,Same-Day,19.99,1,United States,East,Boston,FALSE
ORD300852,15-07-2024,C50329,Consumer,P9093,Electronics,Accessories,1,80.71,63.4,0,80.71,0,80.71,17.31,Credit Card,Email,Express,9.99,2,United States,West,San Francisco,FALSE
ORD300416,16-07-2024,C50234,Home Office,P6683,Fashion,Women's Apparel,1,191.98,82.48,0,191.98,0,191.98,109.5,Credit Card,Email,Express,9.99,3,United States,East,Boston,FALSE
ORD300992,17-07-2024,C50236,Consumer,P2250,Fashion,Men's Apparel,1,70.56,29.35,0.2,70.56,14.11,56.45,27.1,Credit Card,Paid Search,Same-Day,19.99,0,India,West,Pune,FALSE
ORD300322,18-07-2024,C50101,Consumer,P6974,Sports,Fitness,1,365.11,245.26,0.05,365.11,18.26,346.85,101.59,Credit Card,Social,Standard,3.99,6,United States,East,New York,TRUE
ORD300761,19-07-2024,C50299,Consumer,P4650,Books,Children's,1,34.05,22.64,0,34.05,0,34.05,11.41,Debit Card,Organic Search,Standard,3.99,6,India,East,Bhubaneswar,FALSE
ORD300543,20-07-2024,C50133,Consumer,P9206,Home & Kitchen,Decor,2,78.38,52.18,0,156.76,0,156.76,52.4,Credit Card,Email,Express,9.99,3,United Kingdom,Wales,Swansea,FALSE
ORD300134,21-07-2024,C50068,Home Office,P5826,Beauty,Skincare,1,8.91,3.36,0.15,8.91,1.34,7.57,4.21,Credit Card,Social,Same-Day,19.99,1,Germany,Berlin,Berlin,FALSE
ORD300334,23-07-2024,C50290,Consumer,P2300,Fashion,Footwear,1,106.61,45.37,0,106.61,0,106.61,61.24,Credit Card,Organic Search,Standard,3.99,8,Australia,NSW,Newcastle,FALSE
ORD300139,25-07-2024,C50332,Consumer,P2785,Fashion,Footwear,1,18.1,8.65,0.1,18.1,1.81,16.29,7.64,Credit Card,Direct,Express,9.99,3,United States,South,Atlanta,FALSE
ORD300762,26-07-2024,C50241,Consumer,P3741,Sports,Cycling,1,19.67,12.25,0,19.67,0,19.67,7.42,PayPal,Paid Search,Standard,3.99,6,India,East,Bhubaneswar,FALSE
ORD300749,26-07-2024,C50287,Consumer,P5079,Sports,Cycling,2,409.94,234.65,0.1,819.88,81.99,737.89,268.59,PayPal,Social,Standard,3.99,7,India,West,Mumbai,FALSE
ORD300354,27-07-2024,C50301,Corporate,P3764,Sports,Cycling,1,12.96,8.26,0.05,12.96,0.65,12.31,4.05,Cash on Delivery,Email,Same-Day,19.99,1,India,North,Delhi,FALSE
ORD300958,28-07-2024,C50153,Consumer,P4615,Electronics,Headphones,2,253.16,212.66,0,506.32,0,506.32,81,Credit Card,Social,Express,9.99,2,Australia,NSW,Sydney,TRUE
ORD300614,29-07-2024,C50136,Corporate,P9779,Electronics,Smartphones,1,418.78,322.61,0.2,418.78,83.76,335.02,12.41,PayPal,Organic Search,Standard,3.99,4,United States,East,New York,FALSE
ORD300052,29-07-2024,C50073,Consumer,P6115,Books,Non-fiction,1,21,15.27,0,21,0,21,5.73,Digital Wallet,Organic Search,Standard,3.99,6,Germany,Bavaria,Munich,FALSE
ORD300232,29-07-2024,C50047,Consumer,P4947,Sports,Cycling,1,103.3,70.88,0,103.3,0,103.3,32.42,Credit Card,Affiliate,Standard,3.99,8,India,North,Delhi,FALSE
ORD300414,29-07-2024,C50097,Home Office,P3874,Sports,Fitness,1,13.79,7.92,0.1,13.79,1.38,12.41,4.49,Credit Card,Direct,Express,9.99,4,United Kingdom,England,Manchester,FALSE
ORD300484,30-07-2024,C50161,Corporate,P7120,Beauty,Fragrance,1,20.17,8.27,0,20.17,0,20.17,11.9,PayPal,Social,Express,9.99,4,United Kingdom,Wales,Swansea,FALSE
ORD300721,02-08-2024,C50038,Home Office,P4410,Fashion,Bags,1,46.34,20.23,0,46.34,0,46.34,26.11,Credit Card,Organic Search,Express,9.99,3,United States,South,Austin,FALSE
ORD300201,02-08-2024,C50069,Consumer,P8066,Sports,Fitness,1,656.07,428.75,0,656.07,0,656.07,227.32,PayPal,Direct,Standard,3.99,7,United States,West,San Francisco,FALSE
ORD300223,02-08-2024,C50089,Consumer,P8989,Sports,Cycling,2,34.79,21.67,0.05,69.58,3.48,66.1,22.76,Digital Wallet,Organic Search,Same-Day,19.99,0,India,South,Bengaluru,FALSE
ORD300469,03-08-2024,C50223,Consumer,P3094,Sports,Outdoor,1,480.11,273.62,0.2,480.11,96.02,384.09,110.47,Credit Card,Organic Search,Standard,3.99,8,India,North,Delhi,FALSE
ORD300566,04-08-2024,C50233,Corporate,P6328,Fashion,Footwear,1,139.67,70.53,0,139.67,0,139.67,69.14,Digital Wallet,Social,Standard,3.99,6,United States,East,Boston,FALSE
ORD300524,04-08-2024,C50075,Corporate,P3503,Electronics,Headphones,1,1280.04,1073.95,0,1280.04,0,1280.04,206.09,Debit Card,Organic Search,Express,9.99,3,United Kingdom,Scotland,Glasgow,TRUE
ORD300610,05-08-2024,C50210,Consumer,P6054,Home & Kitchen,Furniture,1,19.73,12.32,0.3,19.73,5.92,13.81,1.49,Cash on Delivery,Direct,Same-Day,19.99,1,Australia,NSW,Sydney,FALSE
ORD300146,07-08-2024,C50097,Home Office,P5487,Home & Kitchen,Decor,2,722.27,399.39,0,1444.54,0,1444.54,645.76,Debit Card,Organic Search,Standard,3.99,4,United Kingdom,England,Manchester,FALSE
ORD300601,07-08-2024,C50242,Consumer,P3745,Electronics,Headphones,1,52.52,38.47,0,52.52,0,52.52,14.05,PayPal,Affiliate,Standard,3.99,5,India,South,Chennai,FALSE
ORD300239,09-08-2024,C50105,Consumer,P6409,Home & Kitchen,Furniture,1,130.94,72.71,0,130.94,0,130.94,58.23,Credit Card,Paid Search,Standard,3.99,7,United States,South,Atlanta,FALSE
ORD300225,14-08-2024,C50240,Consumer,P7808,Electronics,Accessories,1,28.5,22.19,0,28.5,0,28.5,6.31,Credit Card,Paid Search,Express,9.99,4,India,North,Delhi,FALSE
ORD300366,19-08-2024,C50223,Consumer,P5530,Home & Kitchen,Cookware,1,215.85,138.87,0,215.85,0,215.85,76.98,Debit Card,Social,Standard,3.99,6,India,North,Delhi,FALSE
ORD300179,20-08-2024,C50138,Corporate,P9619,Fashion,Women's Apparel,5,194.79,79.05,0,973.95,0,973.95,578.7,Debit Card,Organic Search,Standard,3.99,8,United States,East,Boston,TRUE
ORD300784,20-08-2024,C50025,Consumer,P7037,Beauty,Fragrance,1,8.17,2.55,0,8.17,0,8.17,5.62,PayPal,Social,Express,9.99,3,United States,East,Boston,FALSE
ORD300328,20-08-2024,C50234,Home Office,P4964,Fashion,Footwear,1,30.39,13.58,0,30.39,0,30.39,16.81,Digital Wallet,Email,Standard,3.99,7,United States,East,Boston,TRUE
ORD300373,21-08-2024,C50119,Consumer,P6625,Fashion,Women's Apparel,1,33.8,15.05,0.15,33.8,5.07,28.73,13.68,PayPal,Social,Standard,3.99,7,Germany,Hesse,Frankfurt,FALSE
ORD300962,22-08-2024,C50250,Consumer,P4394,Home & Kitchen,Decor,3,21.51,13.12,0,64.53,0,64.53,25.17,PayPal,Email,Standard,3.99,8,United Kingdom,Wales,Swansea,FALSE
ORD300162,22-08-2024,C50198,Consumer,P8746,Fashion,Footwear,1,182.9,79.23,0.1,182.9,18.29,164.61,85.38,Credit Card,Organic Search,Standard,3.99,7,India,East,Bhubaneswar,FALSE
ORD300045,22-08-2024,C50249,Home Office,P3552,Fashion,Footwear,3,46.48,20.06,0,139.44,0,139.44,79.26,Credit Card,Organic Search,Standard,3.99,8,United States,East,Boston,FALSE
ORD300604,23-08-2024,C50328,Consumer,P7496,Beauty,Skincare,5,74.53,30.08,0.1,372.65,37.27,335.38,184.98,PayPal,Paid Search,Standard,3.99,8,United States,West,San Francisco,FALSE
ORD300345,24-08-2024,C50174,Corporate,P2926,Electronics,Laptops,1,32.14,25.68,0.15,32.14,4.82,27.32,1.64,Digital Wallet,Organic Search,Standard,3.99,6,India,West,Mumbai,FALSE
ORD300888,24-08-2024,C50304,Consumer,P8095,Home & Kitchen,Appliances,1,437.28,268.73,0,437.28,0,437.28,168.55,Debit Card,Organic Search,Standard,3.99,8,United States,Central,Kansas City,FALSE
ORD300823,27-08-2024,C50076,Consumer,P9584,Books,Non-fiction,1,19.09,13.4,0.05,19.09,0.95,18.14,4.74,Credit Card,Organic Search,Standard,3.99,5,United Kingdom,Wales,Cardiff,FALSE
ORD300249,28-08-2024,C50201,Consumer,P6764,Home & Kitchen,Appliances,1,290.53,199.49,0,290.53,0,290.53,91.04,Digital Wallet,Organic Search,Express,9.99,4,United Kingdom,England,London,FALSE
ORD300653,29-08-2024,C50070,Corporate,P1022,Fashion,Footwear,1,75.78,28.31,0,75.78,0,75.78,47.47,Debit Card,Affiliate,Express,9.99,2,United States,West,Seattle,FALSE
ORD300783,29-08-2024,C50205,Corporate,P7056,Fashion,Men's Apparel,2,247.08,107.98,0.1,494.16,49.42,444.74,228.78,PayPal,Affiliate,Standard,3.99,4,United States,East,New York,FALSE
ORD300362,29-08-2024,C50115,Consumer,P9313,Sports,Cycling,1,169.47,110.69,0.3,169.47,50.84,118.63,7.94,Cash on Delivery,Paid Search,Standard,3.99,8,India,West,Mumbai,FALSE
ORD300102,29-08-2024,C50279,Consumer,P7771,Beauty,Fragrance,1,15.25,5.29,0,15.25,0,15.25,9.96,Digital Wallet,Paid Search,Standard,3.99,5,United States,East,Boston,FALSE
ORD300346,31-08-2024,C50021,Consumer,P2810,Electronics,Laptops,2,93.45,76.66,0,186.9,0,186.9,33.58,Debit Card,Direct,Same-Day,19.99,0,United Kingdom,Wales,Swansea,FALSE
ORD300717,31-08-2024,C50309,Consumer,P9408,Beauty,Makeup,1,65.39,24.78,0.15,65.39,9.81,55.58,30.8,Credit Card,Social,Express,9.99,4,United States,South,Austin,FALSE
ORD300626,31-08-2024,C50263,Consumer,P5102,Beauty,Fragrance,1,47.84,20.81,0,47.84,0,47.84,27.03,Credit Card,Organic Search,Standard,3.99,7,United States,West,Denver,FALSE
ORD300259,02-09-2024,C50244,Consumer,P9164,Fashion,Women's Apparel,1,14.37,6.83,0,14.37,0,14.37,7.54,Credit Card,Affiliate,Standard,3.99,6,United States,West,Denver,FALSE
ORD300526,02-09-2024,C50133,Consumer,P4379,Electronics,Accessories,1,40.4,35.72,0,40.4,0,40.4,4.68,Cash on Delivery,Affiliate,Standard,3.99,4,United Kingdom,Wales,Swansea,TRUE
ORD300481,03-09-2024,C50131,Consumer,P3528,Electronics,Accessories,1,40.6,29.8,0,40.6,0,40.6,10.8,Credit Card,Email,Express,9.99,2,United States,Central,Chicago,FALSE
ORD300069,05-09-2024,C50170,Consumer,P7353,Books,Children's,1,38.48,26.64,0,38.48,0,38.48,11.84,Credit Card,Paid Search,Express,9.99,3,Australia,Queensland,Gold Coast,FALSE
ORD300224,05-09-2024,C50097,Home Office,P8546,Home & Kitchen,Decor,1,16.54,9.72,0.05,16.54,0.83,15.71,5.99,Debit Card,Email,Express,9.99,4,United Kingdom,England,Manchester,FALSE
ORD300392,07-09-2024,C50184,Home Office,P9402,Electronics,Smartphones,3,599.94,498.33,0,1799.82,0,1799.82,304.83,Debit Card,Social,Express,9.99,3,United States,West,San Francisco,FALSE
ORD300234,08-09-2024,C50024,Consumer,P4880,Electronics,Accessories,1,619.88,536.76,0,619.88,0,619.88,83.12,Credit Card,Organic Search,Standard,3.99,6,United States,Central,Chicago,FALSE
ORD300739,08-09-2024,C50301,Corporate,P1075,Electronics,Accessories,1,963.43,802.25,0.05,963.43,48.17,915.26,113.01,Credit Card,Affiliate,Standard,3.99,7,India,North,Delhi,FALSE
